"","i","v","f","one","two","T"
"3264",2104,59527,1,"JCB","JCEBI","J CELL BIOL"
"3265",4134,61557,1,"JCB","JCEBI","J CELL BIOCHEM"
"3266",2339,59762,4,"JCB","JCHB","J CHROMATOGR B"
"3267",1863,59286,1,"JCB","JCOBU","J CONTEMP BUS"
"3268",1836,59259,4,"JCB","JCRBE","J CREATIVE BEHAV"
"3269",5540,62963,3,"JCBFM","JCEBLFME","J CEREBR BLOOD F MET"
"3270",1136,58559,2,"JCBN","JCLBINU","J CLIN BIOCHEM NUTR"
"3271",3072,60495,1,"JCBS","JCOBESC","J CONTEXT BEHAV SCI"
"3272",2870,60293,2,"JCC","JCECA","J CENTRUM CATHEDRA"
"3273",1285,58708,9,"JCCA","JCACHAS","J CAN CHIROPR ASSOC"
"3274",5139,62562,4,"JCCA","JCLCHAD","J CLIN CHILD ADOLESC"
"3275",6593,64016,1,"JCCCB","JCLCHCLBI","J CLIN CHEM CLIN BIO"
"3276",2607,60030,17,"JCCP","JCOCLPS","J CONSULT CLIN PSYCH"
"3277",2284,59707,7,"JCCP","JCRCUPS","J CROSS CULT PSYCHOL"
"3278",3505,60928,1,"JCD","JCADE","J CAREER DEV"
"3279",1363,58786,5,"JCD","JCHDI","J CHRON DIS"
"3280",804,58227,10,"JCD","JCLDE","J CLIN DENSITOM"
"3281",5116,62539,1,"JCD","JCODE","J COUNS DEV"
"3282",6760,64183,1,"JCD","JCODE","J COGN DEV"
"3283",778,58201,4,"JCDA","JCADEAS","J CAN DENT ASSOC"
"3284",1671,59094,3,"JCDA","JCADEAS","J CALIF DENT ASSOC"
"3285",1518,58941,3,"JCDR","JCLDIRE","J CLIN DIAGN RES"
"3286",5813,63236,1,"JCDS","JCODESC","J COSMET DERMATOL SC"
"3287",4108,61531,1,"JCE","JCAEC","J CARDIOVASC ECHOGR"
"3288",2831,60254,3,"JCE","JCAED","J CANCER EDUC"
"3289",6647,64070,1,"JCE","JCAED","J CATHOLIC ED"
"3290",1257,58680,2,"JCE","JCAEL","J CARDIOVASC ELECTR"
"3291",307,57730,43,"JCE","JCLEP","J CLIN EPIDEMIOL"
"3292",5980,63403,1,"JCE","JCLEX","J CLIN EXCELLENCE"
"3293",2129,59552,2,"JCE","JCOEN","J COGN ENHANCE"
"3294",2186,59609,3,"JCE","JCOET","J CONTEMP ETHNOGR"
"3295",3995,61418,6,"JCEDM","JCOENDEMA","J COGN ENG DECIS MAK"
"3296",756,58179,108,"JCEM","JCLENME","J CLIN ENDOCR METAB"
"3297",6375,63798,1,"JCEMA","JCOENMAS","J CONSTR ENG M ASCE"
"3298",5150,62573,7,"JCEN","JCLEXNE","J CLIN EXP NEUROPSYC"
"3299",3187,60610,1,"JCF","JCOFI","J CORP FINANC"
"3300",5410,62833,1,"JCFN","JCHFANU","J CHILD FAM NURS"
"3301",4748,62171,1,"JCH","JCLHY","J CLIN HYPERTENS"
"3302",5617,63040,3,"JCH","JCOHE","J COMMUN HEALTH"
"3303",6539,63962,2,"JCHC","JCHHECA","J CHILD HEALTH CARE"
"3304",1105,58528,13,"JCI","JCLIN","J CLIN INVEST"
"3305",5827,63250,1,"JCI","JCOIN","J COMMUNICATION INQU"
"3306",6670,64093,1,"JCLA","JCLLAAN","J CLIN LAB ANAL"
"3307",925,58348,22,"JCM","JCHME","J CHIROPR MED"
"3308",4223,61646,0,"JCM","JCLME","J CLIN MED"
"3309",4035,61458,4,"JCM","JCLMI","J CLIN MICROBIOL"
"3310",5798,63221,1,"JCMS","JCRMASU","J CRANIO MAXILL SURG"
"3311",5941,63364,1,"JCMS","JCUMESU","J CUTAN MED SURG"
"3312",3697,61120,1,"JCN","JCHNE","J CHEM NEUROANAT"
"3313",4908,62331,3,"JCN","JCLNE","J CLIN NEUROSCI"
"3314",6620,64043,2,"JCN","JCLNE","J CLIN NEUROPHYSIOL"
"3315",6177,63600,1,"JCN","JCLNU","J CLIN NURS"
"3316",267,57690,17,"JCN","JCONE","J COGNITIVE NEUROSCI"
"3317",3542,60965,1,"JCN","JCONE","J COMP NEUROL"
"3318",851,58274,4,"JCO","JCHOR","J CHILD ORTHOP"
"3319",3574,60997,1,"JCO","JCLON","J CLIN ONCOL"
"3320",1464,58887,2,"JCO","JCOOP","J COMB OPTIM"
"3321",4625,62048,3,"JCOT","JCLORTR","J CLIN ORTHOP TRAUMA"
"3322",4577,62000,1,"JCP","JCAPH","J CARDIOVASC PHARM"
"3323",2852,60275,2,"JCP","JCEPH","J CELL PHYSIOL"
"3324",4817,62240,2,"JCP","JCLPA","J CLIN PATHOL"
"3325",4125,61548,4,"JCP","JCLPE","J CLIN PERIODONTOL"
"3326",5967,63390,1,"JCP","JCLPH","J CLIN PHARMACOL"
"3327",5735,63158,1,"JCP","JCLPR","J CLEAN PROD"
"3328",4309,61732,3,"JCP","JCLPS","J CLIN PSYCHIAT"
"3329",5635,63058,6,"JCP","JCLPS","J CLIN PSYCHOL"
"3330",2278,59701,4,"JCP","JCOPS","J CONSULT PSYCHOL"
"3331",2609,60032,1,"JCP","JCOPS","J COGN PSYCHOTHER"
"3332",3239,60662,3,"JCP","JCOPS","J COGN PSYCHOL"
"3333",4115,61538,5,"JCP","JCOPS","J COMP PSYCHOL"
"3334",4538,61961,2,"JCP","JCOPS","J CONSUM PSYCHOL"
"3335",5270,62693,3,"JCP","JCOPS","J COUNS PSYCHOL"
"3336",6318,63741,1,"JCPD","JCLPEDE","J CLIN PEDIATR DENT"
"3337",3170,60593,1,"JCPES","JCOPHEDS","J COMP PHYSICAL ED S"
"3338",5523,62946,1,"JCPMS","JCLPSMES","J CLIN PSYCHOL MED S"
"3339",3724,61147,1,"JCPR","JCHPHRE","J CHEM PHARM RES"
"3340",4106,61529,1,"JCPT","JCAPHT","J CARDIOVASC PHARM T"
"3341",1290,58713,4,"JCR","JCARE","J CARDIOPULM REHABIL"
"3342",3134,60557,1,"JCR","JCARE","J CAFFEINE RES"
"3343",1041,58464,10,"JCR","JCORE","J CONSUM RES"
"3344",2729,60152,1,"JCRPE","JCLREPEE","J CLIN RES PEDIATR E"
"3345",5304,62727,1,"JCS","JCAST","J CAN STUD"
"3346",4434,61857,2,"JCS","JCHSC","J CHROMATOGR SCI"
"3347",4381,61804,2,"JCS","JCISO","J CIV SOC"
"3348",3554,60977,1,"JCS","JCOST","J CONSCIOUSNESS STUD"
"3349",20,57443,7,"JCS","JCRSU","J CRANIOFAC SURG"
"3350",3173,60596,4,"JCS","JCUST","J CURRICULUM STUD"
"3351",1437,58860,2,"JCSA","JCASCAP","J CANADIAN SCI APPLI"
"3352",5193,62616,1,"JCSD","JCOSTDE","J COLL STUDENT DEV"
"3353",6577,64000,1,"JCSM","JCLSLME","J CLIN SLEEP MED"
"3354",6169,63592,3,"JCSM","JCLSPME","J CLIN SPORTS MED"
"3355",3336,60759,2,"JCSM","JCOSPMA","J COMBAT SPORT MARTI"
"3356",3337,60760,1,"JCSM","JCOSPMA","J COMBAT SPORTS MART"
"3357",539,57962,29,"JCSP","JCLSPPS","J CLIN SPORT PSYCHOL"
"3358",3171,60594,1,"JCSS","JCOSPSC","J COACHING SPORT SCI"
"3359",870,58293,4,"JCSSS","JCHSPSCS","J CHINA SPORTS SCI S"
"3360",5217,62640,1,"JCST","JCOSCTE","J COMPUT SCI TECH-CH"
"3361",991,58414,1,"JCT","JCATH","J CARDIOVASC THORAC"
"3362",4154,61577,1,"JCT","JCATR","J CARDIOVASC TRANSL"
"3363",5898,63321,1,"JCU","JCAUL","J CARDIOVASC ULTRASOUND"
"3364",5197,62620,5,"JCU","JCLUL","J CLIN ULTRASOUND"
"3365",4791,62214,1,"JD","JDE","J DENT"
"3366",5134,62557,1,"JD","JDE","J DERMATOL"
"3367",4166,61589,1,"JD","JDO","J DOC"
"3368",779,58202,2,"JDC","JDECH","J DENT CHILD"
"3369",2880,60303,1,"JDC","JODECO","JOGOS DESPORTIVOS CO"
"3370",1199,58622,1,"JDDG","JDTDEGE","J DTSCH DERMATOL GES"
"3371",4795,62218,1,"JDE","JDEED","J DENT EDUC"
"3372",5547,62970,3,"JDE","JDRED","J DRUG EDUC"
"3373",1048,58471,2,"JDF","JODEFO","JOGOS DESPORTIVOS FO"
"3374",6090,63513,1,"JDI","JDIIM","J DIGIT IMAGING"
"3375",2369,59792,8,"JDM","JUDEMA","JUDGM DECIS MAK"
"3376",2015,59438,11,"JDMS","JDAMESC","J DANCE MED SCI"
"3377",2644,60067,2,"JDPD","JDEPHDI","J DEV PHYS DISABIL"
"3378",777,58200,7,"JDR","JDERE","J DENT RES"
"3379",2765,60188,1,"JDRS","JODIRESU","JOINT DIS RELAT SURG"
"3380",6677,64100,1,"JDS","JDASC","J DAIRY SCI"
"3381",6588,64011,1,"JDSO","JDESUON","J DERMATOL SURG ONC"
"3382",6241,63664,1,"JDSS","JDYSPSC","J DYNAMIC SPORTS SCI"
"3383",1139,58562,1,"JDST","JDISCTE","J DIABETES SCI TECHNOL"
"3384",1230,58653,6,"JE","JEC","J ECONOMETRICS"
"3385",3006,60429,1,"JE","JEL","J ELECTROCARDIOL"
"3386",5533,62956,1,"JE","JEL","J ELASTICITY"
"3387",5176,62599,6,"JE","JEN","J ENDOCRINOL"
"3388",5397,62820,2,"JE","JEN","J ENDODONT"
"3389",75,57498,1,"JE","JEX","J EXP"
"3390",5771,63194,1,"JE","JPEC","JPN EC"
"3391",1131,58554,1,"JE","JPEN","JPEN-PARENTER ENTER"
"3392",2656,60079,2,"JEA","JEAAD","J EARLY ADOLESCENCE"
"3393",3042,60465,2,"JEAB","JEXANBE","J EXP ANAL BEHAV"
"3394",5133,62556,3,"JEAD","JEUACDE","J EUR ACAD DERMATOL"
"3395",6518,63941,1,"JEAL","JEAASLI","J EAST ASIAN LINGUIS"
"3396",1306,58729,3,"JEB","JECBU","J ECON BUS"
"3397",1878,59301,1,"JEB","JEVBI","J EVOLUTION BIOL"
"3398",1328,58751,30,"JEB","JEXBI","J EXP BIOL"
"3399",5142,62565,2,"JEBD","JEMBEDI","J EMOT BEHAV DISORD"
"3400",6570,63993,1,"JEBM","JEVBAME","J EVID BASED MED"
"3401",1899,59322,1,"JEBMH","JEVBAMEHE","J EVID BASED MED HE"
"3402",1726,59149,15,"JEBO","JECBEOR","J ECON BEHAV ORGAN"
"3403",4978,62401,2,"JEBS","JEDBEST","J EDUC BEHAV STAT"
"3404",564,57987,19,"JECH","JEPCOH","J EPIDEMIOL COMMUN H"
"3405",491,57914,18,"JECP","JEXCHPS","J EXP CHILD PSYCHOL"
"3406",3130,60553,8,"JEE","JEXED","J EXP EDUC"
"3407",1853,59276,2,"JEEA","JEUECAS","J EUR ECON ASSOC"
"3408",5736,63159,1,"JEEM","JENECMA","J ENVIRON ECON MANAG"
"3409",4316,61739,1,"JEG","JEDGI","J EDUC GIFTED"
"3410",3491,60914,1,"JEH","JEUHA","J EUROPEAN HANDBALL"
"3411",3038,60461,5,"JEHS","JEDHLSP","J ED HLTH SPORT"
"3412",1521,58944,2,"JEI","JECIS","J ECON ISSUES"
"3413",2620,60043,10,"JEI","JENIN","J ENDOCRINOL INVEST"
"3414",560,57983,291,"JEK","JELKI","J ELECTROMYOGR KINES"
"3415",2114,59537,11,"JEK","JELKI","J ELECTROMYOGR KINESIOL"
"3416",4536,61959,1,"JEK","JELKI","J ELECTROMYOGR KIESI"
"3417",1478,58901,8,"JEL","JECLI","J ECON LIT"
"3418",2822,60245,2,"JEM","JEDME","J EDUC MEAS"
"3419",5871,63294,1,"JEM","JEMME","J EMERG MED"
"3420",3385,60808,1,"JEM","JEXME","J EXP MED"
"3421",6812,64235,1,"JEMBE","JEXMABIEC","J EXP MAR BIOL ECOL"
"3422",6532,63955,1,"JEMDS","JEVMEDESC","J EVOL MED DENT SCI-"
"3423",3182,60605,3,"JEMS","JECMAST","J ECON MANAGE STRAT"
"3424",2816,60239,1,"JEMS","JETMIST","J ETHN MIGR STUD"
"3425",3665,61088,1,"JENB","JEXNUBI","J EXERC NUTRITION BIOCHEM"
"3426",3043,60466,7,"JEO","JEXOR","J EXP ORTHOP"
"3427",3184,60607,3,"JEP","JECPE","J ECON PERSPECT"
"3428",1849,59272,14,"JEP","JECPS","J ECON PSYCHOL"
"3429",1160,58583,1,"JEP","JEDPR","J ED PRACTICE"
"3430",420,57843,83,"JEP","JEDPS","J EDUC PSYCHOL"
"3431",1620,59043,1,"JEP","JEMPR","J EMERGENCY PRIMARY"
"3432",1977,59400,7,"JEP","JENPS","J ENVIRON PSYCHOL"
"3433",1833,59256,1,"JEP","JEXPH","J EX PHYSL"
"3434",2002,59425,2,"JEP","JEXPH","J EXERCISE PHYSL"
"3435",2117,59540,1,"JEP","JEXPH","J EXERCISE PHYSIOLOG"
"3436",2901,60324,2,"JEP","JEXPH","J EXERC PHYSL"
"3437",489,57912,87,"JEP","JEXPS","J EXP PSYCHOL-APPL"
"3438",535,57958,18,"JEP","JEXPS","J EXP PSYCHOL"
"3439",4095,61518,1,"JEP","JEXPS","J EXP PSYCHOPATHOL"
"3440",1727,59150,40,"JEPG","JEXPSGE","J EXP PSYCHOL GEN"
"3441",972,58395,81,"JEPH","JEXPSHU","J EXP PSYCHOL HUMAN"
"3442",1564,58987,1,"JEPH","JEXPSHU","J EXPT PSYCHOL HUMAN"
"3443",2923,60346,4,"JEPL","JEXPSL","J EXP PSYCHOL-HUM L"
"3444",2038,59461,33,"JEPL","JEXPSLE","J EXP PSYCHOL LEARN"
"3445",4554,61977,1,"JEPL","JEXPSLE","J EXPT PSYCHOL LEARN"
"3446",3738,61161,1,"JEPM","JENPLMA","J ENVIRON PLANN MAN"
"3447",1839,59262,7,"JEPO","JEXPHON","J EXERC PHYSL ONLINE"
"3448",5783,63206,1,"JEPO","JEXPHON","J EXERCISE PHYSL ONL"
"3449",3842,61265,1,"JER","JEDRE","J EDUC RES"
"3450",728,58151,26,"JER","JEXRE","J EXERC REHABIL"
"3451",3624,61047,1,"JES","JECST","J ECON STUD"
"3452",1887,59310,3,"JES","JEDST","J EDUC STAT"
"3453",2845,60268,14,"JESF","JEXSCFI","J EXERC SCI FIT"
"3454",727,58150,1,"JESP","JEXSCPH","J EXERC SCI PHYSIOTH"
"3455",2820,60243,2,"JESP","JEXSCPH","J EXERCISE SCI PHYSI"
"3456",3338,60761,1,"JESP","JEXSCPH","J EXERC SCI PHYS"
"3457",1854,59277,26,"JESP","JEXSOPS","J EXP SOC PSYCHOL"
"3458",4176,61599,1,"JESP","JEXSPPS","J EXERC SPORTS PSYCH"
"3459",4426,61849,1,"JESS","JEXSPSC","J EXERCISE SPORT SCI"
"3460",2534,59957,1,"JET","JEDTH","J ED THINKERS"
"3461",5399,62822,1,"JETS","JEMTRSH","J EMERG TRAUMA SHOCK"
"3462",6313,63736,0,"JETT","JEDTETR","J EDUC TEACH TRAIN"
"3463",6281,63704,1,"JEZPA","JEXZOPAA","J EXP ZOOL PART A"
"3464",3181,60604,3,"JF","JFI","J FINANC"
"3465",423,57846,1,"JF","JFO","J FORECASTING"
"3466",2320,59743,1,"JFA","JFRAG","J FRALITY AGING"
"3467",3704,61127,1,"JFAR","JFOANRE","J FOOT ANKLE RES"
"3468",4103,61526,9,"JFAS","JFOANSU","J FOOT ANKLE SURG"
"3469",3556,60979,1,"JFAS","JFUAPSC","J FUNDAM APPL SCI"
"3470",5960,63383,1,"JFBI","JFIBIIN","J FIBER BIOENG INFOR"
"3471",5819,63242,1,"JFCA","JFOCOAN","J FOOD COMPOS ANAL"
"3472",2509,59932,1,"JFCM","JFACOME","J FAMILY COMMUNITY MED"
"3473",5284,62707,1,"JFE","JFOEN","J FOOD ENG"
"3474",2560,59983,2,"JFF","JFUFO","J FUNCT FOODS"
"3475",2165,59588,2,"JFH","JFAHL","J FASTING HLTH"
"3476",5718,63141,1,"JFHE","JFUHIED","J FURTH HIGH EDUC"
"3477",1879,59302,1,"JFLM","JFOLEME","J FORENSIC LEG MED"
"3478",6389,63812,1,"JFM","JFOME","J FORENSIC MED"
"3479",4599,62022,1,"JFM","JFOMY","J FOOD MYCOL"
"3480",1665,59088,1,"JFMK","JFUMOKI","J FUNCT MORPH KINESI"
"3481",2634,60057,3,"JFMPC","JFAMEPRCA","J FAMILY MED PRIM CARE"
"3482",6533,63956,1,"JFMPC","JFAMEPRCA","J FAM MED PRIM CARE"
"3483",2313,59736,1,"JFN","JFONU","J FOOD NUTR"
"3484",2229,59652,2,"JFP","JFAPR","J FAM PRACTICE"
"3485",5505,62928,1,"JFP","JFAPS","J FAM PSYCHOL"
"3486",102,57525,3,"JFS","JFOSC","J FOOD SCI"
"3487",4404,61827,2,"JFS","JFOSC","J FORENSIC SCI"
"3488",174,57597,17,"JG","JGE","J GERONTOL"
"3489",675,58098,26,"JGA","JGEA-","J GERONTOL A-BIOL"
"3490",2046,59469,1,"JGB","JGABU","J GAMBLING BUSINESS"
"3491",5532,62955,1,"JGB","JGEB-","J GERONTOL B-PSYCHOL"
"3492",2580,60003,1,"JGBSMS","JGEBISCMES","J GER BIOL SCI MED S"
"3493",4799,62222,1,"JGCTC","JGACOTRCH","J GANSU COLL TRA CHI"
"3494",5490,62913,1,"JGDS","JGIDESO","J GIFU DENT SOC"
"3495",1737,59160,6,"JGIM","JGEINME","J GEN INTERN MED"
"3496",4716,62139,1,"JGLMH","JGALEMEH","J GAY LESBIAN MENT H"
"3497",5585,63008,1,"JGM","JGEMA","J GEN MANAG"
"3498",666,58089,1,"JGME","JGRMEED","J GRAD MED EDUC"
"3499",4988,62411,4,"JGP","JGEPH","J GEN PHYSIOL"
"3500",2060,59483,4,"JGP","JGEPS","J GENET PSYCHOL"
"3501",3211,60634,1,"JGP","JGEPS","J GEN PSYCHOL"
"3502",4220,61643,3,"JGPT","JGEPHTH","J GERIATR PHYS THER"
"3503",6009,63432,17,"JGS","JGAST","J GAMBL STUD"
"3504",2552,59975,2,"JGS","JGEST","J GENDER STUD"
"3505",2624,60047,30,"JGSM","JGESPME","J GEND SPECIF MED"
"3506",2632,60055,1,"JGSW","JGESOWO","J GERONTOL SOC WORK"
"3507",1388,58811,2,"JH","JHE","J HEURISTICS"
"3508",3891,61314,4,"JH","JHO","J HOMOSEXUAL"
"3509",2406,59829,9,"JH","JHY","J HYPERTENS"
"3510",4290,61713,1,"JHBS","JHIBESC","J HIST BEHAV SCI"
"3511",3573,60996,3,"JHC","JHICY","J HISTOCHEM CYTOCHEM"
"3512",2174,59597,5,"JHE","JHEEC","J HEALTH ECON"
"3513",2751,60174,1,"JHE","JHIED","J HIGH EDUC"
"3514",2110,59533,1,"JHE","JHLED","J HLTH ED"
"3515",1875,59298,2,"JHE","JHUEV","J HUM EVOL"
"3516",1291,58714,3,"JHH","JHUHY","J HUM HYPERTENS"
"3517",3472,60895,1,"JHI","JHIID","J HIST IDEAS"
"3518",720,58143,1,"JHI","JHLIN","J HLTH INFORM"
"3519",4205,61628,3,"JHI","JHUIN","J HUMANITIES INSIGHT"
"3520",6364,63787,1,"JHIM","JHLINMA","J HLTH INFORM MANAGE"
"3521",5936,63359,1,"JHIPE","JHAIPHED","J HARBIN I PHYS EDU"
"3522",127,57550,1014,"JHK","JHUKI","J HUM KINET"
"3523",1120,58543,5,"JHK","JHUKI","J HUMAN KINETICS"
"3524",1505,58928,6,"JHK","JHUKI","J HUM KINETICS"
"3525",4045,61468,2,"JHMM","JHOMAMA","J HOSP MARKET MANAG"
"3526",5696,63119,1,"JHMP","JHUMUPE","J HUM MUSCLE PERFORM"
"3527",177,57600,194,"JHMS","JHUMOST","J HUM MOVEMENT STUD"
"3528",761,58184,17,"JHMS","JHUMOST","J HUMAN MOVEMENT STU"
"3529",1785,59208,5,"JHND","JHUNUDI","J HUM NUTR DIET"
"3530",3085,60508,1,"JHP","JHEPA","J HEADACHE PAIN"
"3531",2735,60158,13,"JHP","JHEPS","J HEALTH PSYCHOL"
"3532",7,57430,1,"JHPE","JHLPHED","J HLTH PHYS ED"
"3533",1846,59269,2,"JHPE","JHLPHED","J HLTH PHYSICAL EDUC"
"3534",6145,63568,2,"JHPN","JHEPONU","J HEALTH POPUL NUTR"
"3535",5043,62466,1,"JHRM","JHUREMA","J HUMAN RESOURCE MAN"
"3536",5052,62475,1,"JHRM","JHUREMA","J HUMAN RESOURCES MA"
"3537",3983,61406,2,"JHS","JHAST","J HAPPINESS STUD"
"3538",260,57683,49,"JHS","JHASU","J HAND SURG-AM"
"3539",5519,62942,2,"JHS","JHASU","J HAND SURG-ASIAN-PA"
"3540",874,58297,4,"JHS","JHESC","J HEALTH SCI"
"3541",1268,58691,1,"JHS","JHUSC","J HUMAN SCI"
"3542",1280,58703,2,"JHS","JHUST","J HUMAN STRESS"
"3543",2522,59945,2,"JHS","JHUST","J HUM STRESS"
"3544",1485,58908,3,"JHSA","JHASUAM","J HAND SURG AM"
"3545",1676,59099,1,"JHSB","JHASUB","J HAND SURG B"
"3546",5004,62427,4,"JHSB","JHESOBE","J HEALTH SOC BEHAV"
"3547",1677,59100,17,"JHSE","JHASUEU","J HAND SURG-BRIT EUR"
"3548",124,57547,28,"JHSE","JHUSPEX","J HUMAN SPORT EXERCI"
"3549",350,57773,114,"JHSE","JHUSPEX","J HUM SPORT EXERC"
"3550",1379,58802,1,"JHSE","JHUSPEX","J HUMAN SPORT EXERC"
"3551",2318,59741,1,"JHSE","JHUSPEX","J HUM SPORT EXERCISE"
"3552",1679,59102,3,"JHSV","JHASUVO","J HAND SURG-EUR VOL"
"3553",1882,59305,16,"JHT","JHATH","J HAND THER"
"3554",4822,62245,4,"JHTR","JHETRRE","J HEAD TRAUMA REHAB"
"3555",4589,62012,1,"JHTR","JHOTORE","J HOSP TOUR RES"
"3556",953,58376,1,"JHWB","JHAWEBE","J HAPPINESS WELL BEI"
"3557",4107,61530,3,"JI","JAIM","JACC-CARDIOVASC IMAG"
"3558",3199,60622,6,"JI","JIM","J IMMUNOL"
"3559",5335,62758,1,"JI","JIM","J IMAGING"
"3560",4556,61979,3,"JI","JIS","J ISAKOS"
"3561",6373,63796,1,"JI","JSIN","JSES INT"
"3562",5808,63231,1,"JIAC","JINALCL","J INVEST ALLERG CLIN"
"3563",4049,61472,2,"JIAU","JISAZU","J ISLAMIC AZAD U"
"3564",2299,59722,2,"JIBS","JINBUST","J INT BUS STUD"
"3565",5206,62629,1,"JICE","JINCAEL","J INTERV CARD ELECTR"
"3566",4314,61737,2,"JICHP","JINCOHLP","J INT COUNCIL HLTH P"
"3567",2713,60136,3,"JID","JINDE","J INVEST DERMATOL"
"3568",2040,59463,6,"JID","JINDI","J INDIVID DIFFER"
"3569",4038,61461,1,"JID","JINDI","J INFECT DIS"
"3570",4529,61952,1,"JID","JINDI","J INDIVID DIF"
"3571",1115,58538,4,"JIDR","JINDIRE","J INTELL DISABIL RES"
"3572",4468,61891,2,"JIE","JINEC","J IND ECON"
"3573",4469,61892,1,"JIE","JINEC","J INT ECON"
"3574",6534,63957,1,"JIHS","JINHLSC","J INTEGR HLTH SCI"
"3575",5570,62993,1,"JII","JIMIM","J IMMUNOASSAY IMMUNOCHEM"
"3576",5748,63171,1,"JIJCS","JSINJC-SY","JSME INT J C-MECH SY"
"3577",3615,61038,2,"JIM","JAINME","JAMA INTERN MED"
"3578",3202,60625,4,"JIM","JIMME","J IMMUNOL METHODS"
"3579",2723,60146,1,"JIM","JINMA","J INTERACT MARK"
"3580",2811,60234,1,"JIM","JINMA","J INT MANAG"
"3581",5478,62901,1,"JIM","JINMA","J INTERDISCIP MATH"
"3582",3077,60500,1,"JIM","JINME","J INTERN MED"
"3583",5631,63054,1,"JIM","JINME","J INVEST MED"
"3584",1178,58601,3,"JIMR","JINMERE","J INT MED RES"
"3585",5986,63409,2,"JIMS","JIOMESO","J IOWA MED SOC"
"3586",6755,64178,1,"JINS","JINNESO","J INT NEUROPSYCH SOC"
"3587",3423,60846,2,"JIOH","JINORHE","J INT ORAL HEALTH"
"3588",4798,62221,1,"JIPS","JINPRSO","J INDIAN PROSTHODONT SOC"
"3589",2388,59811,1,"JIR","JINRE","J INFLAMM RES"
"3590",1930,59353,1,"JIRS","JIMRESP","J IMAGERY RES SPORT"
"3591",4141,61564,2,"JIS","JINSP","J INTERCOLL SPORT"
"3592",5603,63026,1,"JIS","JINST","J INT STUDIES"
"3593",6059,63482,1,"JISA","JINSEAP","J INTERNET SERV APPL"
"3594",6752,64175,1,"JISPC","JINSOPRCO","J INT SOC PREV COMMU"
"3595",1169,58592,2,"JISSN","JINSOSPNU","J INT SOC SPORTS NUTR"
"3596",3058,60481,1,"JISSN","JINSOSPNU","J INT SOC SPORT NUTR"
"3597",2872,60295,2,"JIT","JINTE","J INFORM TECHNOL"
"3598",1860,59283,2,"JITE","JINTHEC","J INST THEOR ECON"
"3599",5716,63139,1,"JITR","JINTERE","J INF TECHNOL RES"
"3600",2638,60061,1,"JIV","JINVI","J INTERPERS VIOLENCE"
"3601",1222,58645,1,"JIVR","JINVIRE","J INJ VIOLENCE RES"
"3602",1111,58534,2,"JJB","JAJBI","JAPANESE J BIOMECHAN"
"3603",6494,63917,1,"JJCB","JPJCLBI","JPN J CLIN BIOMECH"
"3604",3351,60774,1,"JJCE","JJUCAED","J JUST CARING ED"
"3605",4815,62238,1,"JJCP","JAJCLPA","JAP J CLIN PATH"
"3606",5489,62912,1,"JJCPA","JJPCLPAA","J JPN CLEFT PALATE A"
"3607",2987,60410,2,"JJCS","JAJCLSP","JAPANESE J CLIN SPOR"
"3608",5944,63367,1,"JJCSM","JPJCLSPME","JPN J CLIN SPORT MED"
"3609",6493,63916,1,"JJCSM","JPJCLSPME","JPN J CLIN SPORTS ME"
"3610",5218,62641,1,"JJF","JAJFO","JAPANESE J FORENSIC"
"3611",4922,62345,1,"JJH","JAJHA","JAPANESE J HANDBALL"
"3612",2095,59518,1,"JJH","JAJHY","JAPANESE J HYPNOSIS"
"3613",6728,64151,1,"JJIP","JIJINP","JIPES J INDONESIAN P"
"3614",5636,63059,1,"JJON","JAJOOFNU","JAPANESE JOURNAL OF NUTRITION"
"3615",2092,59515,6,"JJP","JPJPH","JPN J PHYSIOL"
"3616",5769,63192,1,"JJP","JPJPS","JPN J PSYCHOL"
"3617",5666,63089,1,"JJPE","JAJPHED","JAP J PHYS ED"
"3618",4561,61984,1,"JJPEHS","JPJPHEDHLS","JPN J PHYS ED HLTH S"
"3619",1411,58834,8,"JJPFS","JPJPHFISP","JPN J PHYS FIT SPORT"
"3620",4330,61753,1,"JJPH","JAJPUHL","JAPANESE J PUBLIC HL"
"3621",5637,63060,4,"JJPH","JPJPUHL","JPN J PUBLIC HLTH"
"3622",3629,61052,1,"JJPTA","JJPPHTHAS","J JPN PHYS THER ASSOC"
"3623",4329,61752,1,"JJSH","JAJSCHL","JAPANESE J SCH HLTH"
"3624",5639,63062,3,"JJSH","JPJSCHL","JPN J SCH HLTH"
"3625",1794,59217,6,"JJSM","JPJSPME","JPN J SPORT METH"
"3626",3614,61037,1,"JK","JKM","J KMITNB"
"3627",5958,63381,1,"JK","JKS","J KSLES"
"3628",4767,62190,1,"JKAOM","JKOASORMA","J KOR ASSOC ORAL MAX"
"3629",1747,59170,1,"JKCM","JKOCHMA","J KOREA CHUNA MANUAL"
"3630",2274,59697,1,"JKE","JKIEX","J KINESIOLOGY EXERCI"
"3631",289,57712,1,"JKMS","JKOMESC","J KOREAN MED SCI"
"3632",5424,62847,1,"JKPS","JKOPHSO","J KOREAN PHYS SOC"
"3633",625,58048,49,"JKS","JKNSU","J KNEE SURG"
"3634",5955,63378,1,"JKSCT","JKOSOCLTE","J KOR SOC CLOTH TEX"
"3635",2471,59894,1,"JKSIM","JKOSOINME","J KOREAN SOC INT MED"
